tconst,nconst,category,job,characters
tt0472043,nm0850162,actor,NA,"[""Middle Eye""]"
tt0472043,nm0874232,actor,NA,"[""Zero Wolf""]"
tt0472043,nm2199664,actress,NA,"[""Seven""]"
tt0472043,nm2199632,actor,NA,"[""Jaguar Paw""]"
tt0472043,nm0000154,director,NA,NA
tt0472043,nm1731154,writer,written by,NA
tt0472043,nm0202704,producer,producer,NA
tt0472043,nm0000035,composer,NA,NA
tt0472043,nm0005871,cinematographer,NA,NA
tt0381849,nm0465298,producer,producer,NA
tt0381849,nm0000128,actor,NA,"[""Ben Wade""]"
tt0381849,nm0000288,actor,NA,"[""Dan Evans""]"
tt0381849,nm0004936,actor,NA,"[""Charlie Prince""]"
tt0381849,nm0503567,actor,NA,"[""William Evans""]"
tt0381849,nm0003506,director,NA,NA
tt0381849,nm0919925,writer,screenplay,NA
tt0381849,nm0104973,writer,screenplay,NA
tt0381849,nm0351929,writer,screenplay,NA
tt0381849,nm0001465,writer,short story,NA
tt0379786,nm0161530,production_designer,NA,NA
tt0379786,nm0277213,actor,NA,"[""Mal""]"
tt0379786,nm0868659,actress,NA,"[""Zoë""]"
tt0379786,nm0252230,actor,NA,"[""The Operative""]"
tt0379786,nm0876138,actor,NA,"[""Wash""]"
tt0379786,nm0923736,director,NA,NA
tt0379786,nm0578814,producer,producer,NA
tt0379786,nm0628056,composer,NA,NA
tt0379786,nm0005726,cinematographer,director of photography,NA
tt0379786,nm0489809,editor,NA,NA
tt0175880,nm0036670,production_designer,NA,NA
tt0175880,nm0000129,actor,NA,"[""Frank T.J. Mackey""]"
tt0175880,nm0001673,actor,NA,"[""Earl Partridge""]"
tt0175880,nm0000194,actress,NA,"[""Linda Partridge""]"
tt0175880,nm0000450,actor,NA,"[""Phil Parma""]"
tt0175880,nm0000759,director,NA,NA
tt0175880,nm0783280,producer,producer,NA
tt0175880,nm0109726,composer,NA,NA
tt0175880,nm0005696,cinematographer,NA,NA
tt0175880,nm0862664,editor,NA,NA
tt0293662,nm0006010,composer,NA,NA
tt0293662,nm0005458,actor,NA,"[""Frank Martin""]"
tt0293662,nm0795517,actress,NA,"[""Lai""]"
tt0293662,nm0776580,actor,NA,"[""Wall Street""]"
tt0293662,nm0075710,actor,NA,"[""Inspector Tarconi""]"
tt0293662,nm0504642,director,NA,NA
tt0293662,nm0477035,director,NA,NA
tt0293662,nm0000108,writer,written by,NA
tt0293662,nm0436543,writer,written by,NA
tt0293662,nm0153893,producer,producer,NA
tt0814314,nm0005494,producer,producer,NA
tt0814314,nm0000226,actor,NA,"[""Ben""]"
tt0814314,nm0206257,actress,NA,"[""Emily""]"
tt0814314,nm0000437,actor,NA,"[""Ezra""]"
tt0814314,nm1013003,actor,NA,"[""Ben's Brother""]"
tt0814314,nm0610831,director,NA,NA
tt0814314,nm1455356,writer,written by,NA
tt0814314,nm0085542,producer,producer,NA
tt0814314,nm0089820,producer,producer,NA
tt0814314,nm0489876,producer,producer,NA
tt1194173,nm3328356,producer,producer,NA
tt1194173,nm0719637,actor,NA,"[""Aaron Cross""]"
tt1194173,nm0001838,actress,NA,"[""Dr. Marta Shearing""]"
tt1194173,nm0001570,actor,NA,"[""Col Eric Byer, USAF, Ret.""]"
tt1194173,nm0001277,actor,NA,"[""Ezra Kramer""]"
tt1194173,nm0006904,director,NA,NA
tt1194173,nm0319659,writer,screenplay,NA
tt1194173,nm0524924,writer,"inspired by ""The Bourne Series"" created by",NA
tt1194173,nm0189777,producer,producer,NA
tt1194173,nm0550881,producer,producer,NA
tt0107688,nm0353893,producer,producer,NA
tt0107688,nm0000384,actor,NA,"[""Jack Skellington - Singing Voice"",""Barrel"",""Clown with the Tear Away Face""]"
tt0107688,nm0001697,actor,NA,"[""Jack Skellington""]"
tt0107688,nm0001573,actress,NA,"[""Sally"",""Shock""]"
tt0107688,nm0382676,actor,NA,"[""Evil Scientist""]"
tt0107688,nm0783139,director,NA,NA
tt0107688,nm0000318,writer,story and characters,NA
tt0107688,nm0568313,writer,adaptation,NA
tt0107688,nm0003031,writer,screenplay,NA
tt0107688,nm0224145,producer,producer,NA
tt1517451,nm0682757,writer,based on the 1976 screenplay by,NA
tt1517451,nm3078932,actress,NA,"[""Ally""]"
tt1517451,nm0177896,actor,NA,"[""Jack""]"
tt1517451,nm0000385,actor,NA,"[""Bobby""]"
tt1517451,nm0342399,actor,NA,"[""Phil (Jack's Driver)""]"
tt1517451,nm0744839,writer,screenplay by,NA
tt1517451,nm3391497,writer,screenplay by,NA
tt1517451,nm0366454,writer,based on the 1954 screenplay by,NA
tt1517451,nm0242869,writer,based on the 1976 screenplay by,NA
tt1517451,nm0225820,writer,based on the 1976 screenplay by,NA
tt2194499,nm1458741,cinematographer,director of photography,NA
tt2194499,nm1727304,actor,NA,"[""Tim""]"
tt2194499,nm1046097,actress,NA,"[""Mary""]"
tt2194499,nm0631490,actor,NA,"[""Dad""]"
tt2194499,nm3575723,actress,NA,"[""Kit Kat""]"
tt2194499,nm0193485,director,NA,NA
tt2194499,nm0055717,producer,producer,NA
tt2194499,nm0079677,producer,producer,NA
tt2194499,nm0271479,producer,producer,NA
tt2194499,nm0481996,composer,NA,NA
tt2004420,nm0028787,composer,NA,NA
tt2004420,nm0736622,actor,NA,"[""Mac Radner""]"
tt2004420,nm0126284,actress,NA,"[""Kelly Radner""]"
tt2004420,nm1374980,actor,NA,"[""Teddy Sanders""]"
tt2004420,nm0001435,actress,NA,"[""Dean Carol Gladstone""]"
tt2004420,nm0831557,director,NA,NA
tt2004420,nm1157527,writer,written by,NA
tt2004420,nm1895993,writer,written by,NA
tt2004420,nm1698571,producer,producer,NA
tt2004420,nm4384917,producer,producer,NA
tt0092099,nm0000988,producer,producer,NA
tt0092099,nm0000129,actor,NA,"[""Maverick""]"
tt0092099,nm0000209,actor,NA,"[""Merlin""]"
tt0092099,nm0000534,actress,NA,"[""Charlie""]"
tt0092099,nm0000174,actor,NA,"[""Iceman""]"
tt0092099,nm0001716,director,NA,NA
tt0092099,nm0143596,writer,written by,NA
tt0092099,nm0258390,writer,written by,NA
tt0092099,nm1274594,writer,"magazine article ""Top Guns""",NA
tt0092099,nm0803730,writer,screenplay,NA
tt0104431,nm0893079,production_designer,NA,NA
tt0104431,nm0000346,actor,NA,"[""Kevin""]"
tt0104431,nm0000582,actor,NA,"[""Harry""]"
tt0104431,nm0827663,actor,NA,"[""Marv""]"
tt0104431,nm0001573,actress,NA,"[""Kate""]"
tt0104431,nm0001060,director,NA,NA
tt0104431,nm0000455,writer,characters,NA
tt0104431,nm0002354,composer,NA,NA
tt0104431,nm0531310,cinematographer,director of photography,NA
tt0104431,nm0331532,editor,NA,NA
tt0190590,nm0177504,editor,NA,NA
tt0190590,nm0000123,actor,NA,"[""Everett""]"
tt0190590,nm0001806,actor,NA,"[""Pete Hogwallop""]"
tt0190590,nm0625789,actor,NA,"[""Delmar O'Donnell""]"
tt0190590,nm0000422,actor,NA,"[""Big Dan Teague""]"
tt0190590,nm0001054,director,NA,NA
tt0190590,nm0001053,director,NA,NA
tt0190590,nm0392955,writer,"epic poem ""The Odyssey""",NA
tt0190590,nm0122439,composer,NA,NA
tt0190590,nm0005683,cinematographer,director of photography,NA
tt0031381,nm0308177,writer,contributing writer,NA
tt0031381,nm0000022,actor,NA,"[""Rhett Butler - Visitor from Charleston""]"
tt0031381,nm0000046,actress,NA,"[""Scarlett - Their Daughter""]"
tt0031381,nm0593775,actor,NA,"[""Gerald O'Hara""]"
tt0031381,nm0641966,actress,NA,"[""Ellen - His Wife""]"
tt0031381,nm0281808,director,NA,NA
tt0031381,nm0002030,director,NA,NA
tt0031381,nm0939992,director,NA,NA
tt0031381,nm0593565,writer,"story of the old south ""Gone with the Wind""",NA
tt0031381,nm0397608,writer,screenplay,NA
tt3682448,nm0686887,producer,producer,NA
tt3682448,nm0000158,actor,NA,"[""James B. Donovan""]"
tt3682448,nm0753314,actor,NA,"[""Rudolf Abel""]"
tt3682448,nm0000257,actor,NA,"[""Thomas Watters Jr.""]"
tt3682448,nm0752407,actress,NA,"[""Mary Donovan""]"
tt3682448,nm0000229,director,NA,NA
tt3682448,nm4131020,writer,written by,NA
tt3682448,nm0001053,writer,written by,NA
tt3682448,nm0001054,writer,written by,NA
tt3682448,nm1069736,producer,producer,NA
tt1253863,nm0325927,producer,producer,NA
tt1253863,nm0822982,actor,NA,"[""Themistokles""]"
tt1253863,nm1200692,actress,NA,"[""Artemisia""]"
tt1253863,nm0372176,actress,NA,"[""Queen Gorgo""]"
tt1253863,nm0558548,actor,NA,"[""Aeskylos""]"
tt1253863,nm1729171,director,NA,NA
tt1253863,nm0811583,writer,screenplay,NA
tt1253863,nm0426500,writer,screenplay,NA
tt1253863,nm0588340,writer,"graphic novel ""Xerxes""",NA
tt1253863,nm0004799,producer,producer,NA
tt0116367,nm0622897,cinematographer,NA,NA
tt0116367,nm0000172,actor,NA,"[""Jacob Fuller""]"
tt0116367,nm0000123,actor,NA,"[""Seth Gecko""]"
tt0116367,nm0000496,actress,NA,"[""Kate Fuller""]"
tt0116367,nm0000233,actor,NA,"[""Richard Gecko""]"
tt0116367,nm0001675,director,NA,NA
tt0116367,nm0476071,writer,story,NA
tt0116367,nm0638089,producer,producer,NA
tt0116367,nm0855283,producer,producer,NA
tt0116367,nm0006251,composer,NA,NA
tt1179933,nm6618222,producer,producer,NA
tt1179933,nm0000422,actor,NA,"[""Howard""]"
tt1179933,nm0935541,actress,NA,"[""Michelle""]"
tt1179933,nm0302330,actor,NA,"[""Emmett""]"
tt1179933,nm0341174,actor,NA,"[""Driver""]"
tt1179933,nm0870469,director,NA,NA
tt1179933,nm1061091,writer,screenplay by,NA
tt1179933,nm1173295,writer,screenplay by,NA
tt1179933,nm3227090,writer,screenplay by,NA
tt1179933,nm0009190,producer,producer,NA
tt1405406,nm1997596,actor,NA,"[""Jeremy Gilbert""]"
tt1405406,nm2400045,actress,NA,"[""Elena Gilbert"",""Katherine Pierce"",""Amara""]"
tt1405406,nm0913587,actor,NA,"[""Stefan Salvatore"",""Silas"",""Ambrose""]"
tt1405406,nm0813812,actor,NA,"[""Damon Salvatore""]"
tt1405406,nm0334159,actress,NA,"[""Bonnie Bennett""]"
tt1405406,nm0687096,writer,creator,NA
tt1405406,nm0932078,writer,creator,NA
tt1405406,nm2127038,actress,NA,"[""Caroline Forbes""]"
tt1405406,nm1813534,actor,NA,"[""Matt Donovan"",""Ethan Maxwell""]"
tt1405406,nm1824751,actor,NA,"[""Tyler Lockwood""]"
tt0100405,nm0591665,cinematographer,NA,NA
tt0100405,nm0000152,actor,NA,"[""Edward Lewis""]"
tt0100405,nm0000210,actress,NA,"[""Vivian Ward""]"
tt0100405,nm0004517,actor,NA,"[""Philip Stuckey""]"
tt0100405,nm0000624,actress,NA,"[""Kit De Luca""]"
tt0100405,nm0005190,director,NA,NA
tt0100405,nm0493369,writer,written by,NA
tt0100405,nm0586969,producer,producer,NA
tt0100405,nm0720715,producer,producer,NA
tt0100405,nm0006133,composer,NA,NA
tt1152836,nm0006106,composer,NA,NA
tt1152836,nm0000288,actor,NA,"[""Melvin Purvis""]"
tt1152836,nm0000136,actor,NA,"[""John Dillinger""]"
tt1152836,nm0831601,actor,NA,"[""Charles Makley""]"
tt1152836,nm0164809,actor,NA,"[""'Red' Hamilton""]"
tt1152836,nm0000520,director,NA,NA
tt1152836,nm0072032,writer,screenplay,NA
tt1152836,nm0081189,writer,screenplay,NA
tt1152836,nm0123174,writer,"book ""Public Enemies: America's Greatest Crime Wave and the Birth of the FBI, 1933-34""",NA
tt1152836,nm0592746,producer,producer,NA
tt0117571,nm0410419,cinematographer,director of photography,NA
tt0117571,nm0000117,actress,NA,"[""Sidney Prescott""]"
tt0117571,nm0001073,actress,NA,"[""Gale Weathers""]"
tt0117571,nm0000274,actor,NA,"[""Deputy Dewey""]"
tt0117571,nm0000240,actor,NA,"[""Billy Loomis""]"
tt0117571,nm0000127,director,NA,NA
tt0117571,nm0932078,writer,written by,NA
tt0117571,nm0465298,producer,producer,NA
tt0117571,nm0940531,producer,producer,NA
tt0117571,nm0001937,composer,NA,NA
tt0119177,nm0005744,cinematographer,director of photography,NA
tt0119177,nm0000160,actor,NA,"[""Vincent"",""Jerome""]"
tt0119177,nm0000235,actress,NA,"[""Irene""]"
tt0119177,nm0000179,actor,NA,"[""Jerome"",""Eugene""]"
tt0119177,nm0000683,actor,NA,"[""Director Josef""]"
tt0119177,nm0629272,director,NA,NA
tt0119177,nm0000362,producer,producer,NA
tt0119177,nm0787834,producer,producer,NA
tt0119177,nm0792049,producer,producer,NA
tt0119177,nm0006219,composer,NA,NA
tt0119528,nm0006570,cinematographer,director of photography,NA
tt0119528,nm0000120,actor,NA,"[""Fletcher Reede""]"
tt0119528,nm0005491,actress,NA,"[""Audrey Reede""]"
tt0119528,nm0000372,actress,NA,"[""Miranda""]"
tt0119528,nm0000236,actress,NA,"[""Samantha Cole""]"
tt0119528,nm0001723,director,NA,NA
tt0119528,nm0345488,writer,written by,NA
tt0119528,nm0563397,writer,written by,NA
tt0119528,nm0004976,producer,producer,NA
tt0119528,nm0002201,composer,NA,NA
tt2372162,nm0000550,actress,NA,"[""Galina 'Red' Reznikov""]"
tt2372162,nm2279940,actress,NA,"[""Piper Chapman""]"
tt2372162,nm5335029,actress,NA,"[""Tasha 'Taystee' Jefferson""]"
tt2372162,nm0543383,actress,NA,"[""Tiffany 'Pennsatucky' Doggett""]"
tt2372162,nm1787501,actress,NA,"[""Leanne Taylor""]"
tt2372162,nm0463176,writer,creator,NA
tt2372162,nm2499064,actress,NA,"[""Suzanne 'Crazy Eyes' Warren""]"
tt2372162,nm0508139,actress,NA,"[""Gloria Mendoza""]"
tt2372162,nm0762191,actor,NA,"[""Joe Caputo""]"
tt2372162,nm0363669,actor,NA,"[""Sam Healy""]"
tt0348150,nm0012155,producer,producer,NA
tt0348150,nm0746125,actor,NA,"[""Clark Kent"",""Superman""]"
tt0348150,nm0000228,actor,NA,"[""Lex Luthor""]"
tt0348150,nm0098378,actress,NA,"[""Lois Lane""]"
tt0348150,nm0005188,actor,NA,"[""Richard White""]"
tt0348150,nm0001741,director,NA,NA
tt0348150,nm1002424,writer,screenplay,NA
tt0348150,nm0003529,writer,screenplay,NA
tt0348150,nm0796950,writer,characters,NA
tt0348150,nm0795975,writer,characters,NA
tt1735898,nm0005387,producer,producer,NA
tt1735898,nm0829576,actress,NA,"[""Snow White""]"
tt1735898,nm1165110,actor,NA,"[""The Huntsman""]"
tt1735898,nm0000234,actress,NA,"[""Ravenna""]"
tt1735898,nm3510471,actor,NA,"[""William""]"
tt1735898,nm2782185,director,NA,NA
tt1735898,nm2489193,writer,screenplay,NA
tt1735898,nm0359387,writer,screenplay,NA
tt1735898,nm0024925,writer,screenplay,NA
tt1735898,nm0580303,producer,producer,NA
tt0118880,nm0005897,cinematographer,director of photography,NA
tt0118880,nm0000115,actor,NA,"[""Cameron Poe""]"
tt0118880,nm0000131,actor,NA,"[""Vince Larkin""]"
tt0118880,nm0000518,actor,NA,"[""Cyrus The Virus""]"
tt0118880,nm0000538,actor,NA,"[""Duncan Malloy""]"
tt0118880,nm0922346,director,NA,NA
tt0118880,nm0003298,writer,written by,NA
tt0118880,nm0000988,producer,producer,NA
tt0118880,nm0006183,composer,NA,NA
tt0118880,nm0704909,composer,NA,NA
tt0141842,nm0797464,actress,NA,"[""Meadow Soprano""]"
tt0141842,nm0001254,actor,NA,"[""Tony Soprano""]"
tt0141842,nm0000966,actress,NA,"[""Dr. Jennifer Melfi""]"
tt0141842,nm0004908,actress,NA,"[""Carmela Soprano""]"
tt0141842,nm0408284,actor,NA,"[""Christopher Moltisanti""]"
tt0141842,nm0153740,writer,creator,NA
tt0141842,nm0156940,actor,NA,"[""Junior Soprano""]"
tt0141842,nm0005523,actor,NA,"[""Silvio Dante""]"
tt0141842,nm0802831,actor,NA,"[""Paulie 'Walnuts' Gualtieri""]"
tt0141842,nm0407615,actor,NA,"[""A.J. Soprano""]"
tt0413267,nm0011470,writer,story by,NA
tt0413267,nm0000196,actor,NA,"[""Shrek""]"
tt0413267,nm0000139,actress,NA,"[""Princess Fiona""]"
tt0413267,nm0000552,actor,NA,"[""Donkey""]"
tt0413267,nm0000104,actor,NA,"[""Puss in Boots""]"
tt0413267,nm1844237,director,NA,NA
tt0413267,nm0401203,director,co-director,NA
tt0413267,nm0696949,writer,screenplay by,NA
tt0413267,nm0780620,writer,screenplay by,NA
tt0413267,nm0912403,writer,screenplay by,NA
tt1981677,nm2583641,producer,producer,NA
tt1981677,nm0447695,actress,NA,"[""Beca""]"
tt1981677,nm0811242,actress,NA,"[""Chloe""]"
tt1981677,nm2313103,actress,NA,"[""Fat Amy""]"
tt1981677,nm2319871,actress,NA,"[""Aubrey""]"
tt1981677,nm0601337,director,NA,NA
tt1981677,nm0134224,writer,screenplay,NA
tt1981677,nm3015467,writer,based on the book by,NA
tt1981677,nm0006969,producer,producer,NA
tt1981677,nm0112189,producer,producer,NA
tt0367279,nm0910055,actress,NA,"[""Lucille Bluth""]"
tt0367279,nm0000867,actor,NA,"[""Michael Bluth""]"
tt0367279,nm0148418,actor,NA,"[""George-Michael Bluth""]"
tt0367279,nm0005577,actress,NA,"[""Lindsay Bluth Fünke""]"
tt0367279,nm0004715,actor,NA,"[""Gob Bluth""]"
tt0367279,nm0403804,writer,creator,NA
tt0367279,nm0001787,actor,NA,"[""George Bluth Sr."",""Oscar Bluth""]"
tt0367279,nm0790057,actress,NA,"[""Maeby Fünke"",""Shaman Sheman""]"
tt0367279,nm0189144,actor,NA,"[""Tobias Fünke""]"
tt0367279,nm0355024,actor,NA,"[""Buster Bluth"",""British Soldier""]"
tt0800320,nm0209326,producer,producer,NA
tt0800320,nm0941777,actor,NA,"[""Perseus""]"
tt0800320,nm0000553,actor,NA,"[""Zeus""]"
tt0800320,nm0000146,actor,NA,"[""Hades""]"
tt0800320,nm0002076,actor,NA,"[""Calibos"",""Acrisius""]"
tt0800320,nm0504642,director,NA,NA
tt0800320,nm2012438,writer,screenplay,NA
tt0800320,nm0006534,writer,screenplay,NA
tt0800320,nm0542062,writer,screenplay,NA
tt0800320,nm0189117,writer,NA,NA
tt0094226,nm0001553,composer,NA,NA
tt0094226,nm0000126,actor,NA,"[""Eliot Ness""]"
tt0094226,nm0000125,actor,NA,"[""Jim Malone""]"
tt0094226,nm0000134,actor,NA,"[""Al Capone""]"
tt0094226,nm0001747,actor,NA,"[""Oscar Wallace""]"
tt0094226,nm0000361,director,NA,NA
tt0094226,nm0289708,writer,suggested by book,NA
tt0094226,nm0626479,writer,suggested by book,NA
tt0094226,nm0000519,writer,written by,NA
tt0094226,nm0513165,producer,producer,NA
tt0103644,nm0001353,writer,screenplay,NA
tt0103644,nm0000244,actress,NA,"[""Ripley""]"
tt0103644,nm0001165,actor,NA,"[""Dillon""]"
tt0103644,nm0001097,actor,NA,"[""Clemens""]"
tt0103644,nm0001524,actor,NA,"[""Golic""]"
tt0103644,nm0000399,director,NA,NA
tt0103644,nm0639321,writer,characters,NA
tt0103644,nm0795953,writer,characters,NA
tt0103644,nm0911910,writer,story,NA
tt0103644,nm0318429,writer,screenplay,NA
tt0109040,nm0956699,editor,NA,NA
tt0109040,nm0000120,actor,NA,"[""Ace Ventura""]"
tt0109040,nm0001073,actress,NA,"[""Melissa Robinson""]"
tt0109040,nm0000707,actress,NA,"[""Lt. Lois Einhorn""]"
tt0109040,nm0005159,actor,NA,"[""Emilio""]"
tt0109040,nm0001723,director,NA,NA
tt0109040,nm0077062,writer,story,NA
tt0109040,nm0732708,producer,producer,NA
tt0109040,nm0627673,composer,NA,NA
tt0109040,nm0531310,cinematographer,NA,NA
tt1591095,nm1177766,composer,NA,NA
tt1591095,nm0933940,actor,NA,"[""Josh Lambert""]"
tt1591095,nm0126284,actress,NA,"[""Renai Lambert""]"
tt1591095,nm1339223,actor,NA,"[""Dalton Lambert""]"
tt1591095,nm0005417,actress,NA,"[""Elise Rainier""]"
tt1591095,nm1490123,director,NA,NA
tt1591095,nm1191481,writer,written by,NA
tt1591095,nm0089658,producer,producer,NA
tt1591095,nm2305431,producer,producer,NA
tt1591095,nm2124081,producer,producer,NA
tt0473075,nm0000988,producer,producer,NA
tt0473075,nm0350453,actor,NA,"[""Dastan""]"
tt0473075,nm2605345,actress,NA,"[""Tamina""]"
tt0473075,nm0001426,actor,NA,"[""Nizam""]"
tt0473075,nm0000547,actor,NA,"[""Sheik Amar""]"
tt0473075,nm0001565,director,NA,NA
tt0473075,nm0945026,writer,screenplay,NA
tt0473075,nm1215164,writer,screenplay,NA
tt0473075,nm0076166,writer,screenplay,NA
tt0473075,nm0575338,writer,screen story,NA
tt0119008,nm0425741,producer,producer,NA
tt0119008,nm0000199,actor,NA,"[""Lefty""]"
tt0119008,nm0000136,actor,NA,"[""Donnie""]"
tt0119008,nm0000514,actor,NA,"[""Sonny""]"
tt0119008,nm0456124,actor,NA,"[""Nicky""]"
tt0119008,nm0001565,director,NA,NA
tt0119008,nm0685587,writer,"book ""Donnie Brasco: My Undercover Life in the Mafia""",NA
tt0119008,nm0940361,writer,"book ""Donnie Brasco: My Undercover Life in the Mafia""",NA
tt0119008,nm0001921,writer,screenplay,NA
tt0119008,nm0226544,producer,producer,NA
tt0119822,nm0007037,cinematographer,director of photography,NA
tt0119822,nm0000197,actor,NA,"[""Melvin Udall""]"
tt0119822,nm0000166,actress,NA,"[""Carol Connelly""]"
tt0119822,nm0001427,actor,NA,"[""Simon Bishop""]"
tt0119822,nm0000421,actor,NA,"[""Frank Sachs""]"
tt0119822,nm0000985,director,NA,NA
tt0119822,nm0029125,writer,story,NA
tt0119822,nm0424660,producer,producer,NA
tt0119822,nm0954034,producer,producer,NA
tt0119822,nm0001877,composer,NA,NA
tt1951266,nm0453091,producer,producer,NA
tt1951266,nm2225369,actress,NA,"[""Katniss Everdeen""]"
tt1951266,nm1242688,actor,NA,"[""Peeta Mellark""]"
tt1951266,nm2955013,actor,NA,"[""Gale Hawthorne""]"
tt1951266,nm0000437,actor,NA,"[""Haymitch Abernathy""]"
tt1951266,nm1349376,director,NA,NA
tt1951266,nm0185976,writer,screenplay,NA
tt1951266,nm0834960,writer,screenplay,NA
tt1951266,nm1056741,writer,adaptation,NA
tt1951266,nm1749221,producer,producer,NA
tt0278504,nm0432625,producer,producer,NA
tt0278504,nm0000199,actor,NA,"[""Will Dormer""]"
tt0278504,nm0000245,actor,NA,"[""Walter Finch""]"
tt0278504,nm0005476,actress,NA,"[""Ellie Burr""]"
tt0278504,nm0233027,actor,NA,"[""Hap Eckhart""]"
tt0278504,nm0634240,director,NA,NA
tt0278504,nm0782711,writer,screenplay,NA
tt0278504,nm0296154,writer,NA,NA
tt0278504,nm0804408,writer,NA,NA
tt0278504,nm0424663,producer,producer,NA
tt3032476,nm0174403,actress,NA,"[""Stacey Ehrmantraut""]"
tt3032476,nm0644022,actor,NA,"[""Jimmy McGill""]"
tt3032476,nm0781533,actress,NA,"[""Kim Wexler""]"
tt3032476,nm0052186,actor,NA,"[""Mike Ehrmantraut""]"
tt3032476,nm0264579,actor,NA,"[""Howard Hamlin""]"
tt3032476,nm0319213,writer,creator,NA
tt3032476,nm0332467,writer,creator,NA
tt3032476,nm3103126,actor,NA,"[""Nacho Varga""]"
tt3032476,nm0571106,actor,NA,"[""Chuck McGill""]"
tt3032476,nm0002064,actor,NA,"[""Gustavo 'Gus' Fring""]"
tt0103776,nm0000384,composer,NA,NA
tt0103776,nm0000474,actor,NA,"[""Batman"",""Bruce Wayne""]"
tt0103776,nm0000362,actor,NA,"[""Penguin""]"
tt0103776,nm0000201,actress,NA,"[""Catwoman"",""Selina""]"
tt0103776,nm0000686,actor,NA,"[""Max Shreck""]"
tt0103776,nm0000318,director,NA,NA
tt0103776,nm0004170,writer,Batman characters,NA
tt0103776,nm0914058,writer,story,NA
tt0103776,nm0358334,writer,story,NA
tt0103776,nm0224145,producer,producer,NA
tt0808151,nm0004976,producer,producer,NA
tt0808151,nm0000158,actor,NA,"[""Robert Langdon""]"
tt0808151,nm0000191,actor,NA,"[""Camerlengo Patrick McKenna""]"
tt0808151,nm0957909,actress,NA,"[""Vittoria Vetra""]"
tt0808151,nm0001745,actor,NA,"[""Commander Richter""]"
tt0808151,nm0000165,director,NA,NA
tt0808151,nm0462895,writer,screenplay,NA
tt0808151,nm0326040,writer,screenplay,NA
tt0808151,nm1467010,writer,novel,NA
tt0808151,nm0130492,producer,producer,NA
tt1197624,nm2229304,producer,producer,NA
tt1197624,nm0124930,actor,NA,"[""Clyde Shelton""]"
tt1197624,nm0004937,actor,NA,"[""Nick Rice""]"
tt1197624,nm0004753,actress,NA,"[""Sarah Lowell""]"
tt1197624,nm0000538,actor,NA,"[""Detective Dunnigan""]"
tt1197624,nm0336620,director,NA,NA
tt1197624,nm0934483,writer,written by,NA
tt1197624,nm0287946,producer,producer,NA
tt1197624,nm1247584,producer,producer,NA
tt1197624,nm0441830,producer,producer,NA
tt1133985,nm0209773,producer,producer,NA
tt1133985,nm0005351,actor,NA,"[""Hal Jordan"",""Green Lantern""]"
tt1133985,nm0515116,actress,NA,"[""Carol Ferris""]"
tt1133985,nm0765597,actor,NA,"[""Hector Hammond""]"
tt1133985,nm0835016,actor,NA,"[""Sinestro""]"
tt1133985,nm0132709,director,NA,NA
tt1133985,nm0075528,writer,screenplay,NA
tt1133985,nm0338169,writer,screenplay,NA
tt1133985,nm0973233,writer,screenplay,NA
tt1133985,nm0325533,writer,screenplay,NA
tt0203009,nm0005791,cinematographer,director of photography,NA
tt0203009,nm0000173,actress,NA,"[""Satine""]"
tt0203009,nm0000191,actor,NA,"[""Christian""]"
tt0203009,nm0000491,actor,NA,"[""Toulouse-Lautrec""]"
tt0203009,nm0000980,actor,NA,"[""Harold Zidler""]"
tt0203009,nm0525303,director,NA,NA
tt0203009,nm0668902,writer,written by,NA
tt0203009,nm0056236,producer,producer,NA
tt0203009,nm0114213,producer,producer,NA
tt0203009,nm0035661,composer,NA,NA
tt1790885,nm0325549,editor,NA,NA
tt1790885,nm1567113,actress,NA,"[""Maya""]"
tt1790885,nm0249291,actor,NA,"[""Patrick - Squadron Team Leader""]"
tt1790885,nm0695435,actor,NA,"[""Justin - DEVGRU""]"
tt1790885,nm0835016,actor,NA,"[""George""]"
tt1790885,nm0000941,director,NA,NA
tt1790885,nm1676793,writer,written by,NA
tt1790885,nm2691892,producer,producer,NA
tt1790885,nm0006035,composer,NA,NA
tt1790885,nm0292132,cinematographer,director of photography,NA
tt1645170,nm0748784,producer,producer,NA
tt1645170,nm0056187,actor,NA,"[""Aladeen"",""Efawadh""]"
tt1645170,nm0267506,actress,NA,"[""Zoey""]"
tt1645170,nm0000604,actor,NA,"[""Clayton""]"
tt1645170,nm0001426,actor,NA,"[""Tamir""]"
tt1645170,nm0153078,director,NA,NA
tt1645170,nm0073688,writer,written by,NA
tt1645170,nm0541635,writer,written by,NA
tt1645170,nm0769840,writer,written by,NA
tt1645170,nm0385630,producer,producer,NA
tt0120201,nm0006231,composer,NA,NA
tt0120201,nm0000680,actor,NA,"[""Johnny Rico""]"
tt0120201,nm0000612,actress,NA,"[""Carmen Ibanez""]"
tt0120201,nm0000539,actress,NA,"[""Dizzy Flores""]"
tt0120201,nm0000998,actor,NA,"[""Ace Levy""]"
tt0120201,nm0000682,director,NA,NA
tt0120201,nm0627159,writer,screenplay,NA
tt0120201,nm0374423,writer,book,NA
tt0120201,nm0205727,producer,producer,NA
tt0120201,nm0550728,producer,producer,NA
tt0320661,nm0561480,production_designer,NA,NA
tt0320661,nm0089217,actor,NA,"[""Balian de Ibelin""]"
tt0320661,nm1200692,actress,NA,"[""Sibylla""]"
