nconst,primaryName,birthYear,deathYear,primaryProfession,knownForTitles
nm3114649,Charlotte Le Bon,1986,NA,"actress,director,writer","tt4190530,tt2980648,tt4776998,tt3488710"
nm0319843,Daniel Giménez Cacho,1961,NA,"actor,director,producer","tt1854513,tt1567609,tt3409848,tt0117394"
nm3595691,NA,NA,NA,NA,NA
nm0394564,William Horberg,NA,NA,"producer,writer,actor","tt0134119,tt0120148,tt0419887,tt0159365"
nm0730850,Ben Roberts,1916,1984,"writer,producer,miscellaneous","tt0305357,tt0160127,tt0061277,tt0042041"
nm0746598,Ryan Rowe,NA,NA,"writer,miscellaneous,director","tt0160127,tt0206819,tt3984294,tt0305556"
nm0324578,Ivan Goff,1910,1999,"writer,producer,miscellaneous","tt0305357,tt0061277,tt0042041,tt0160127"
nm1312724,David Gambino,NA,NA,"producer,miscellaneous,assistant_director","tt1872194,tt0365929,tt0427392,tt0476964"
nm0635876,Patricia Norris,1931,2015,"costume_department,costume_designer,production_designer","tt0077405,tt1951181,tt0086837,tt2024544"
nm0000618,Isabella Rossellini,1952,NA,"actress,director,writer","tt0104070,tt0090756,tt0106881,tt2316411"
nm0001492,Kyle MacLachlan,1959,NA,"actor,soundtrack,director","tt0087182,tt2096673,tt0098936,tt0090756"
nm0142301,Fred C. Caruso,NA,NA,"producer,production_manager,writer","tt0090756,tt0192614,tt0068646,tt0080661"
nm0005695,Frederick Elmes,1946,NA,"cinematographer,camera_department,special_effects","tt0090756,tt2401256,tt6474236,tt5247022"
nm0242271,Duwayne Dunham,1952,NA,"editor,director,editorial_department","tt0098936,tt0086190,tt0082971,tt0080684"
nm0161980,Jude Ciccolella,1947,NA,"actor,soundtrack","tt0362227,tt0253754,tt0111161,tt0285331"
nm0707476,Mary Lynn Rajskub,1971,NA,"actress,soundtrack,writer","tt1135503,tt0449059,tt0285331,tt0408345"
nm0076167,Carlos Bernard,1962,NA,"actor,director,writer","tt3501074,tt0285331,tt5691552,tt4016454"
nm0371660,Dennis Haysbert,1954,NA,"actor,producer,director","tt0113277,tt0139809,tt0285331,tt0297884"
nm0168206,Robert Cochran,NA,NA,"writer,producer,miscellaneous","tt0285331,tt5345490,tt1598754,tt0112022"
nm0839695,Joel Surnow,1954,NA,"writer,producer,miscellaneous","tt0112104,tt0285331,tt5345490,tt1567215"
nm0607175,James Morrison,1954,NA,"actor,producer,director","tt4093826,tt0285331,tt1244661,tt0112173"
nm0043855,Reiko Aylesworth,1972,NA,"actress,director,producer","tt1839578,tt0128853,tt0285331,tt0758730"
nm2590523,Robert Venditti,NA,NA,writer,"tt1535976,tt1789716,tt3699928,tt0986263"
nm2591513,Brett Weldele,NA,NA,"art_department,writer","tt0986263,tt0405336,tt1501675,tt0279768"
nm0636236,John Norton,NA,NA,"art_department,animation_department,writer","tt0084827,tt0120855,tt0844471,tt0120917"
nm0005450,David Spade,1964,NA,"actor,writer,producer","tt0437863,tt0245686,tt0120917,tt0114694"
nm0457755,Eartha Kitt,1927,2008,"actress,soundtrack","tt0311289,tt0120917,tt0052234,tt0465327"
nm0227540,Mark Dindal,NA,NA,"visual_effects,writer,animation_department","tt0371606,tt0118829,tt0102803,tt0120917"
nm0383604,Patricia Highsmith,1921,1995,writer,"tt0134119,tt1976000,tt0098889,tt0044079"
nm0827923,Tom Sternberg,NA,NA,"producer,miscellaneous","tt0116922,tt0134119,tt0078788,tt0328589"
nm0000415,Jami Gertz,1965,NA,"actress,producer,executive","tt0093437,tt0117998,tt0088128,tt0320970"
nm0551926,Anne-Marie Martin,1957,NA,"actress,writer","tt0081383,tt0077469,tt0117998,tt0090525"
nm0001608,Barry Pepper,1970,NA,"actor,producer,executive","tt1403865,tt0120689,tt0120815,tt0250934"
nm0153892,Julia Chasman,NA,NA,producer,"tt0180073,tt0119910,tt0218817,tt0307901"
nm0531924,Scott MacDonald,NA,NA,"actor,miscellaneous","tt0116671,tt0418763,tt1067583,tt0244365"
nm1666018,Anthony Swofford,1970,NA,"writer,producer","tt2575982,tt8888168,tt5052460,tt0418763"
nm0806527,Sharon Small,1967,NA,actress,"tt0276751,tt1606375,tt6846238,tt0988820"
nm0394984,Nick Hornby,1957,NA,"writer,producer,soundtrack","tt2305051,tt1174732,tt0276751,tt2381111"
nm0592073,Claudio Miranda,1964,NA,"cinematographer,camera_department,actor","tt1483013,tt0421715,tt1964418,tt0454876"
nm1429380,Britt Robertson,1990,NA,"actress,soundtrack","tt2505294,tt3922818,tt1763303,tt1964418"
nm3864163,NA,NA,NA,NA,NA
nm2701804,Jeff Jensen,NA,NA,"writer,producer","tt1589480,tt3723772,tt1964418,tt2505388"
nm0155942,Jeffrey Chernov,NA,NA,"producer,production_manager,miscellaneous","tt2660888,tt1408101,tt0796366,tt1825683"
nm0001523,Natascha McElhone,1969,NA,"actress,soundtrack","tt0120382,tt5296406,tt0307479,tt0122690"
nm0001239,John Frankenheimer,1930,2002,"director,miscellaneous,producer","tt0058576,tt0116654,tt0055798,tt0056218"
nm0954345,J.D. Zeik,1959,NA,"producer,writer","tt0169514,tt0293660,tt0122690,tt1014801"
nm0541548,Frank Mancuso Jr.,1958,NA,"producer,writer,executive","tt0122690,tt0114508,tt0897361,tt0120841"
nm0006012,Elia Cmiral,1950,NA,"composer,music_department,soundtrack","tt0318627,tt1031280,tt0185183,tt0122690"
nm0088964,Susan Blommaert,1947,NA,actress,"tt0098084,tt0119715,tt0099487,tt1825157"
nm1443644,Megan Boone,1983,NA,"actress,director,writer","tt2741602,tt1179891,tt2273361"
nm1459109,Diego Klattenhoff,1979,NA,"actor,producer","tt0377713,tt1815862,tt1663662,tt0377092"
nm2375297,Ryan Eggold,1984,NA,"actor,composer,soundtrack","tt5758802,tt2066000,tt7349662,tt3720788"
nm0092578,Jon Bokenkamp,NA,NA,"writer,producer,director","tt0364045,tt2741602,tt1911644,tt0457433"
nm0502015,Harry Lennix,1964,NA,"actor,producer,director","tt2975590,tt0234215,tt0770828,tt0350258"
nm1399346,Hisham Tawfiq,NA,NA,"actor,stunts","tt2741602,tt6641528,tt9734234,tt0496424"
nm1682276,Amir Arison,1978,NA,"actor,director,producer","tt7649694,tt2741602,tt4270492,tt5475468"
nm2236560,Mozhan Marnò,NA,NA,"actress,director,writer","tt1856010,tt2326554,tt2741602"
nm0124239,David L. Bushell,NA,NA,"producer,production_manager,director","tt0338013,tt0117666,tt0800240,tt1226229"
nm0000560,Nick Nolte,1941,NA,"actor,producer","tt1291584,tt0118564,tt0102713,tt0083511"
nm0009716,Kirk Acevedo,1971,NA,actor,"tt0185906,tt0120863,tt2103281,tt0445990"
nm0000517,Terrence Malick,1943,NA,"writer,producer,director","tt0120863,tt0069762,tt0478304,tt0077405"
nm0428296,James Jones,1921,1977,"writer,actor,soundtrack","tt0080220,tt0045793,tt0120863,tt0056197"
nm0312059,Robert Michael Geisler,NA,NA,producer,"tt10361964,tt0086377,tt0120863,tt0102867"
nm0730535,John Roberdeau,1953,2002,"producer,actor","tt0120863,tt0102867,tt0077880,tt0086377"
nm0006193,Joel McNeely,1959,NA,"composer,music_department,soundtrack","tt0897361,tt0118571,tt0118661,tt0120157"
nm0341040,Neil Grieve,NA,NA,"editor,editorial_department,director","tt0202462,tt0085334,tt0756683,tt0155213"
nm0807900,David Lee Smith,1963,NA,actor,"tt0756683,tt0281358,tt5770864,tt0370986"
nm0865302,Tony Todd,1954,NA,"actor,producer,director","tt0756683,tt0100258,tt0103919,tt0109506"
nm0082517,John Billingsley,1960,NA,"actor,soundtrack","tt0313443,tt0244365,tt1190080,tt0756683"
nm0186761,Ellen Crawford,1951,NA,actress,"tt0108757,tt0491175,tt0756683,tt0120157"
nm0770942,Richard Schenkman,1958,NA,"producer,director,writer","tt5770864,tt0756683,tt0157182,tt0117357"
nm0003198,Jerome Bixby,1923,1998,"writer,art_department,composer","tt0086491,tt0756683,tt0060028,tt0060397"
nm2169088,Eric D. Wilkinson,NA,NA,"producer,writer,director","tt5770864,tt2872810,tt0756683,tt2234429"
nm0829640,Mark Hinton Stewart,NA,NA,"composer,music_department,soundtrack","tt5770864,tt0778536,tt0756683,tt0254284"
nm0787551,Afshin Shahidi,NA,NA,"camera_department,cinematographer,miscellaneous","tt0120324,tt0157503,tt0756683,tt0113749"
nm0582185,Philip Messina,1965,NA,"production_designer,art_director,art_department","tt1951266,tt0240772,tt5109784,tt1951264"
nm0544768,Matthew Maraffi,NA,NA,"production_designer,art_director","tt0241142,tt0138704,tt0220678"
nm0347797,Sean Gullette,1968,NA,"actor,writer,producer","tt0180093,tt10150924,tt3003758,tt0138704"
nm0791570,Ben Shenkman,1968,NA,"actor,soundtrack","tt1120985,tt0138704,tt0318997,tt0425123"
nm0366466,Pamela Hart,NA,NA,actress,"tt0264472,tt0138704,tt0389564,tt0120108"
nm0764930,Oren Sarch,1969,NA,"editor,editorial_department,actor","tt0180093,tt0138704,tt2697586,tt3205322"
nm0001543,Gretchen Mol,1972,NA,"actress,soundtrack","tt4034228,tt0381849,tt0139809,tt0979432"
nm0924154,Shea Whigham,1969,NA,actor,"tt0477139,tt1675192,tt1241317,tt1800241"
nm0334318,Stephen Graham,1973,NA,"actor,soundtrack,producer","tt0208092,tt0480025,tt1790809,tt1340800"
nm1842344,Vincent Piazza,1976,NA,"actor,producer,soundtrack","tt1742044,tt0979432,tt2850480,tt3059816"
nm0817027,Paul Sparks,1971,NA,actor,"tt2649554,tt0979432,tt1856010,tt2401256"
nm0021835,Joaquim de Almeida,1957,NA,"actor,producer","tt1596343,tt0109444,tt1959563,tt0112851"
nm0001507,Cheech Marin,1946,NA,"actor,soundtrack,writer","tt0078446,tt0117918,tt0116367,tt0092690"
nm0096115,Bill Borden,NA,NA,"producer,assistant_director,location_management","tt0317919,tt0146675,tt0112851,tt0373074"
nm0521233,Los Lobos,NA,NA,"soundtrack,music_department,composer","tt0227538,tt0101393,tt0093378,tt0112851"
nm0600044,Cecilia Montiel,1955,NA,"production_designer,art_director,actress","tt0112851,tt0386140,tt0236493,tt0120746"
nm0008533,Alistair Abell,NA,NA,"actor,casting_department,producer","tt1700841,tt0329101,tt0368578,tt0214341"
nm0862911,Greg Tiernan,1965,NA,"director,animation_department,production_manager","tt0090633,tt1700841,tt0416779,tt0095489"
nm3773434,Kyle Hunter,NA,NA,"producer,writer,miscellaneous","tt1700841,tt3530002,tt4975856,tt1306980"
nm3782043,Ariel Shaffir,NA,NA,"producer,writer,miscellaneous","tt4975856,tt3530002,tt1306980,tt1700841"
nm0109773,David Brisbin,1952,NA,"actor,writer,soundtrack","tt0113627,tt0120669,tt0105665,tt0195685"
nm0225767,Dawn Didawick,1941,NA,actress,"tt0195685,tt0388419,tt0112022,tt3281960"
nm0335666,Susannah Grant,1963,NA,"writer,producer,miscellaneous","tt0120631,tt2304933,tt0388125,tt0195685"
nm0726379,Antonio Riestra,1969,NA,"cinematographer,camera_department,actor","tt2023587,tt1454523,tt0245712,tt2493486"
nm2743784,Megan Charpentier,NA,NA,actress,"tt1855325,tt1396484,tt2023587,tt3801438"
nm4719471,Isabelle Nélisse,2003,NA,actress,"tt2023587,tt1396484,tt4015500,tt3612616"
nm1953833,Barbara Muschietti,NA,NA,"producer,writer,miscellaneous","tt9256778,tt1396484,tt0116250,tt2023587"
nm0189232,Neil Cross,NA,NA,"writer,producer,actor","tt0160904,tt2400631,tt1474684,tt2023587"
nm1302939,Fernando Velázquez,NA,NA,"composer,music_department,soundtrack","tt3416532,tt1649419,tt0464141,tt2554274"
nm0618579,Toshio Nabeshima,NA,NA,"producer,miscellaneous","tt0098967,tt0108188,tt0266308,tt0098360"
nm0297885,Tatsuya Fujiwara,1982,NA,"actor,miscellaneous","tt0338763,tt0266308,tt0758742,tt0810827"
nm0535329,Aki Maeda,1985,NA,actress,"tt0347618,tt0338763,tt0266308,tt0279112"
nm0945500,Tarô Yamamoto,1974,NA,actor,"tt0399087,tt0377079,tt0266308,tt0365514"
nm0297935,Kinji Fukasaku,1930,2003,"director,writer,actor","tt0080768,tt0266308,tt0082601,tt0109430"
nm0847295,Koushun Takami,NA,NA,writer,"tt0338763,tt0266308,tt0411023,tt0814023"
nm0297934,Kenta Fukasaku,1972,NA,"director,writer,assistant_director","tt0083726,tt0338763,tt0266308,tt1043877"
nm2078278,Kimio Kataoka,NA,NA,producer,"tt0338763,tt0266308,tt0324296,tt2218354"
nm2184529,Chie Kobayashi,NA,NA,"producer,miscellaneous,location_management","tt0266308,tt2190467,tt2105067,tt2595612"
nm0550671,Terence Marsh,1931,2018,"production_designer,art_department,art_director","tt0099810,tt0111161,tt0059113,tt0063385"
nm0576070,Thomas Meehan,1929,2017,"writer,producer,soundtrack","tt0427327,tt0094012,tt0083564,tt0395251"
nm0334283,Ronny Graham,1919,1999,"miscellaneous,writer,actor","tt0094012,tt0086450,tt0107977,tt0082517"
nm0379596,Jay Hernandez,1978,NA,"actor,producer","tt1386697,tt1135084,tt0390022,tt0450278"
nm1277177,Derek Richardson,1976,NA,actor,"tt0329028,tt0450278,tt0805664,tt0412142"
nm1898448,Eythor Gudjonsson,1968,NA,"producer,actor","tt0450278,tt0497383,tt0498353"
nm1319676,Barbara Nedeljakova,1979,NA,actress,"tt3655288,tt0498353,tt0450278,tt0300471"
nm0109010,Chris Briggs,NA,NA,"producer,writer,actor","tt0409182,tt0450278,tt0335121,tt3647498"
nm1153907,Mike Fleiss,1964,NA,"producer,writer,director","tt0409182,tt0324216,tt0420294,tt0450278"
nm0056550,Nathan Barr,NA,NA,"composer,soundtrack,music_department","tt2039338,tt0303816,tt0482599,tt0844441"
nm0149453,Milan Chadima,1974,NA,"camera_department,cinematographer","tt0370263,tt0419706,tt0355295,tt0280486"
nm0571930,Joel McKinnon Miller,NA,NA,"actor,soundtrack","tt2467372,tt1650062,tt0120382,tt0421030"
nm0303073,Melissa Fumero,1982,NA,"actress,soundtrack","tt0062595,tt1220628,tt2467372,tt0065272"
nm0105672,Andre Braugher,1962,NA,"actor,producer,director","tt0120632,tt0884328,tt0186151,tt0106028"
nm3715867,Stephanie Beatriz,NA,NA,"actress,producer,soundtrack","tt2370248,tt3513498,tt3416828,tt2467372"
nm0329634,Daniel J. Goor,1975,NA,"writer,producer,director","tt2467372,tt1266020,tt0106052,tt0115147"
nm0516266,Joe Lo Truglio,1970,NA,"actor,writer,producer","tt0243655,tt0430922,tt0829482,tt1092026"
nm0088781,Dirk Blocker,1957,NA,"actor,soundtrack","tt2467372,tt0084516,tt0088172,tt0093777"
nm0913475,John David Washington,1984,NA,"actor,producer","tt7349662,tt1037705,tt2891574,tt0104797"
nm3485845,NA,NA,NA,NA,NA
nm5637553,NA,NA,NA,NA,NA
nm4478735,NA,NA,NA,NA,NA
nm5161275,David Rabinowitz,NA,NA,"writer,producer,actor","tt2815808,tt7349662,tt2268048,tt3686744"
nm0932551,Kevin Willmott,NA,NA,"writer,director,actor","tt0389828,tt4594834,tt1078917,tt7349662"
nm9259302,NA,NA,NA,NA,NA
nm0611705,Walt Mulconery,1932,2001,"editor,editorial_department,sound_department","tt0092104,tt0085549,tt0087538,tt0080580"
nm0001494,Ralph Macchio,1961,NA,"actor,producer,director","tt0086066,tt0104952,tt0087538,tt0097647"
nm0001552,Pat Morita,1932,2005,"actor,soundtrack,writer","tt0097647,tt0120762,tt0087538,tt0091326"
nm0000223,Elisabeth Shue,1963,NA,"actress,soundtrack,producer","tt0120053,tt0113627,tt0092513,tt0164052"
nm0184392,Martin Kove,1946,NA,"actor,producer,director","tt0091326,tt0089880,tt0087538,tt0097647"
nm0742651,Howard Rosenman,1945,NA,"producer,actor,writer","tt0103893,tt0105391,tt0218967,tt5726616"
nm3154303,Timothée Chalamet,1995,NA,"actor,soundtrack","tt1226837,tt5726616,tt4925292,tt0816692"
nm0142972,Amira Casar,1971,NA,actress,"tt4288750,tt0120471,tt1033483,tt5726616"
nm0345174,Luca Guadagnino,1971,NA,"director,producer,writer","tt1034415,tt1226236,tt2056771,tt5726616"
nm0412465,James Ivory,1928,NA,"director,writer,producer","tt5726616,tt0107943,tt0091867,tt0104454"
nm6056595,NA,NA,NA,NA,NA
nm1899688,Emilie Georges,NA,NA,"producer,miscellaneous","tt3316960,tt5726616,tt1179031,tt3813310"
nm1150125,Marco Morabito,NA,NA,"producer,editor,cinematographer","tt5726616,tt2056771,tt1034415,tt1226236"
nm0005013,Iben Hjejle,1971,NA,"actress,writer","tt0282768,tt1034303,tt0146882,tt0164756"
nm0521974,Todd Louiso,1970,NA,"actor,director,writer","tt2884018,tt0116695,tt0146882,tt2063666"
nm0001241,Stephen Frears,1941,NA,"director,producer,actor","tt0301199,tt0436697,tt0094947,tt2431286"
nm0222584,D.V. DeVincentis,NA,NA,"writer,producer,actor","tt0119229,tt0146882,tt2788432"
nm0684336,Steve Pink,NA,NA,"director,writer,producer","tt0119229,tt2637294,tt1231587,tt0146882"
nm0157096,Debra Chiate,NA,NA,"editor,editorial_department","tt0852713,tt0151738,tt0083929,tt0112697"
nm0000224,Alicia Silverstone,1976,NA,"actress,producer,soundtrack","tt0112697,tt0124298,tt0106627,tt0118688"
nm0001107,Stacey Dash,1967,NA,actress,"tt0112697,tt0104897,tt0110971,tt0095662"
nm0002132,Amy Heckerling,1954,NA,"writer,director,producer","tt3973820,tt0083929,tt0115137,tt0097778"
nm0492994,Robert Lawrence,NA,NA,"producer,executive","tt0112864,tt0272020,tt0119807,tt0112697"
nm1082606,Jay Van Hoy,NA,NA,"producer,assistant_director,miscellaneous","tt1532503,tt3721936,tt4263482,tt2639344"
nm0408591,Ralph Ineson,1969,NA,"actor,soundtrack","tt1201607,tt4263482,tt2015381,tt6412452"
nm0225483,Kate Dickie,1971,NA,actress,"tt1446714,tt1450321,tt4263482,tt0471030"
nm0724995,Julian Richings,1955,NA,"actor,soundtrack","tt0146336,tt0770828,tt4687882,tt0814255"
nm3211470,Robert Eggers,NA,NA,"production_designer,director,costume_designer","tt4263482,tt1330057,tt6017928,tt7984734"
nm1764941,Daniel Bekerman,NA,NA,"producer,production_manager,miscellaneous","tt0896872,tt5246700,tt4263482,tt5397194"
nm1185381,Lars Knudsen,NA,NA,"producer,miscellaneous,actor","tt8772262,tt7784604,tt4263482,tt3721936"
nm2106218,Jodi Redmond,NA,NA,"producer,actress,miscellaneous","tt1367175,tt0496248,tt2049448,tt4263482"
nm2095560,Rodrigo Teixeira,NA,NA,producer,"tt5125930,tt4263482,tt5726616,tt2347569"
nm0171253,Warren Coleman,NA,NA,"actor,writer,director","tt0366548,tt1219342,tt1402488,tt0107930"
nm0606688,Judy Morris,1947,NA,"actress,writer,director","tt1600207,tt0076542,tt0366548,tt0070311"
nm0587964,Bill Miller,NA,NA,"producer,soundtrack","tt0079501,tt0112431,tt0366548,tt0120595"
nm0912536,Mark Warner,NA,NA,"editor,editorial_department","tt0090728,tt0093894,tt0097239,tt0146316"
nm0004692,Mark Addy,1964,NA,"actor,soundtrack","tt0944947,tt0119164,tt0955308,tt0183790"
nm0815370,Shannyn Sossamon,1978,NA,"actress,writer,soundtrack","tt0477139,tt0292644,tt0183790,tt2618986"
nm0887800,Tim Van Rellim,1944,NA,"producer,miscellaneous,actor","tt0183790,tt1098327,tt0102178,tt0129332"
nm0337313,Richard Greatrex,NA,NA,"cinematographer,miscellaneous,producer","tt0138097,tt0198021,tt0183790,tt0402910"
nm0005197,Des McAnuff,1952,NA,"miscellaneous,director,producer","tt0129167,tt0180073,tt3383040,tt1683003"
nm0547349,Eli Marienthal,1986,NA,actor,"tt0120831,tt0129167,tt0252866,tt0163651"
nm0564827,Tim McCanlies,1953,NA,"writer,director,producer","tt0118925,tt0129167,tt0327137,tt0093648"
nm0400954,Ted Hughes,1930,1998,"writer,actor,miscellaneous","tt0129167,tt0177448,tt1311052,tt1687457"
nm0286715,Brent Forrester,1967,NA,"producer,writer,miscellaneous","tt0386676,tt4061080,tt0118375,tt0103360"
nm0870204,Stuart Townsend,1972,NA,"actor,director,writer","tt0850253,tt0311429,tt0460745,tt0238546"
nm0933959,Peta Wilson,1970,NA,actress,"tt0311429,tt0118379,tt0313043,tt0348150"
nm1171463,Kevin O'Neill,1953,NA,writer,"tt0099740,tt4718796,tt1683043,tt0311429"
nm0732702,James Robinson,1963,NA,"writer,director","tt0311429,tt0287969,tt3139072,tt0112761"
nm0001025,Seymour Cassel,1935,2019,"actor,soundtrack,miscellaneous","tt0128445,tt0099422,tt0104503,tt0362270"
nm0771490,Paul Schiff,NA,NA,"producer,assistant_director,actor","tt0252076,tt0104952,tt0096487,tt5246700"
nm1117791,Rob Corddry,1971,NA,"actor,writer,producer","tt2637294,tt1325113,tt1588173,tt1231587"
nm1128572,Lake Bell,1979,NA,"actress,director,producer","tt1781922,tt1230414,tt2294677,tt1411238"
nm0891114,Tom Vaughan,1969,NA,"director,writer","tt2701582,tt4602768,tt5137338,tt0477095"
nm1401416,Dana Fox,NA,NA,"writer,producer,director","tt2452244,tt1292566,tt1078940,tt1033643"
nm0013583,Michael Aguilar,NA,NA,"producer,executive","tt0407887,tt0360486,tt1033643,tt0300556"
nm0001445,Martin Landau,1928,2017,"actor,producer,miscellaneous","tt0053125,tt0109707,tt0097123,tt0096316"
nm0340674,Rudolph Grey,NA,NA,"writer,miscellaneous","tt0109707,tt0237969,tt0464516,tt2107682"
nm0881973,Frank J. Urioste,1938,NA,"editor,editorial_department,music_department","tt0103772,tt0149261,tt0093870,tt0095016"
nm0001169,George Dzundza,1945,NA,"actor,assistant_director,soundtrack","tt0103772,tt0077416,tt0112740,tt0093640"
nm0000390,Joe Eszterhas,1944,NA,"writer,producer,miscellaneous","tt0103772,tt0118577,tt0108162,tt0114436"
nm0001731,Sam Shepard,1943,2017,"actor,writer,soundtrack","tt1935179,tt1322269,tt0265086,tt0086197"
nm0231596,Andrew Dominik,1967,NA,"director,writer,camera_department","tt0443680,tt0221073,tt1764234,tt6659386"
nm0361069,Ron Hansen,NA,NA,"writer,producer","tt0092430,tt9738716,tt0116991,tt0443680"
nm1309148,Adam Stone,NA,NA,"cinematographer,camera_department,producer","tt2649554,tt2461150,tt1675192,tt4669986"
nm5015107,Jacob Lofland,1996,NA,actor,"tt4500922,tt3125220,tt1935179,tt4046784"
nm2158772,Jeff Nichols,1978,NA,"writer,director,producer","tt4669986,tt2649554,tt1935179,tt1675192"
nm3121055,Lisa Maria Falcone,NA,NA,producer,"tt1121977,tt1935179,tt1606392,tt1542344"
nm0338320,Sarah Green,NA,NA,"producer,production_manager,camera_department","tt0478304,tt0360556,tt4669986,tt2649554"
nm0935060,David Wingo,NA,NA,"composer,soundtrack,music_department","tt1675192,tt1240982,tt1366344,tt2649554"
nm0260675,John Eskow,NA,NA,"writer,producer","tt0098097,tt0099005,tt0120746"
nm0851767,José María de Tavira,1983,NA,"actor,director,writer","tt2375321,tt1327692,tt3492036,tt0120746"
nm0191547,Johnston McCulley,1883,1958,writer,"tt0120746,tt0011439,tt0386140,tt0032762"
nm0415745,Randall Jahnson,NA,NA,"writer,director,actor","tt0101761,tt0092933,tt0096708,tt0120746"
nm0107855,Melissa Bretherton,NA,NA,"editorial_department,editor,visual_effects","tt0183523,tt0113492,tt2334871,tt0106856"
nm1420126,Andrew Feltenstein,NA,NA,"composer,music_department,soundtrack","tt4481514,tt3165612,tt1920849,tt1229340"
nm0622474,John Nau,NA,NA,"composer,music_department,soundtrack","tt1229340,tt3165612,tt1920849,tt4481514"
nm0525886,Jenny Lumet,1967,NA,"producer,actress,writer","tt1084950,tt2345759,tt5171438,tt0083806"
nm1154749,Sofia Boutella,1982,NA,actress,"tt2406566,tt2660888,tt2802144,tt5834262"
nm1834115,Annabelle Wallis,1984,NA,"actress,soundtrack","tt2345759,tt3322940,tt1972591,tt1270798"
nm0476378,Dylan Kussman,NA,NA,"actor,writer,director","tt0379865,tt0097165,tt0790724,tt2345759"
nm4447472,NA,NA,NA,NA,NA
nm0178376,Scott Cooper,1970,NA,"actor,director,writer","tt1355683,tt1206543,tt5478478,tt1263670"
nm3286851,Mark Mallouk,1973,NA,"writer,producer","tt1355683,tt4649426,tt1979320"
nm3251662,Dick Lehr,NA,NA,"writer,actor","tt1355683,tt9435276,tt1343891,tt0486531"
nm3238883,Gerard O'Neill,1942,NA,"actor,writer","tt5510802,tt1343891,tt2150303,tt1355683"
nm0296583,Warren Frost,1925,2017,actor,"tt0108147,tt0096684,tt0098904,tt0098936"
nm0648920,Michael Ontkean,1946,NA,actor,"tt0076723,tt0081758,tt0098936,tt0409594"
nm0000749,Mädchen Amick,1970,NA,"actress,producer,director","tt0109665,tt0098936,tt0105665,tt0822847"
nm0000796,Dana Ashbrook,1967,NA,"actor,writer","tt0095990,tt0105665,tt5334704,tt0098936"
nm0000937,Richard Beymer,1938,NA,"actor,cinematographer,director","tt0098936,tt0226836,tt0055614,tt0056197"
nm0000145,Sherilyn Fenn,1965,NA,"actress,soundtrack","tt0105046,tt0092240,tt0100935,tt0098936"
nm0001347,Barbara Hershey,1948,NA,actress,"tt0331811,tt0947798,tt0095497,tt1591095"
nm0808076,Ebbe Roe Smith,1949,NA,"actor,writer,producer","tt0092654,tt0093011,tt0098536,tt0106856"
nm0365390,Timothy Harris,1946,NA,"writer,producer","tt0375568,tt0086465,tt0106856,tt0096320"
nm0918339,Herschel Weingrod,1947,NA,"writer,producer,director","tt0086465,tt0099938,tt0096320,tt0106856"
nm1125328,Carter Blanchard,NA,NA,"writer,miscellaneous,director","tt1628841,tt3666592,tt4892820,tt2197786"
nm1288961,Nicolas Wright,NA,NA,"actor,writer,editor","tt1628841,tt0430690,tt2334879,tt0825695"
nm1123994,James A. Woods,1979,NA,"actor,writer,miscellaneous","tt0825695,tt1628841,tt3742988,tt0945513"
nm1886602,Miles Teller,1987,NA,"actor,producer,soundtrack","tt2908446,tt1714206,tt1502712,tt2582802"
nm3111373,Steve Lantz,NA,NA,actor,"tt2005151,tt2891574,tt0083441,tt3520702"
nm1816775,Gregg Weiner,NA,NA,actor,"tt1980209,tt2005151,tt0472954,tt0388482"
nm0157787,Stephen Chin,NA,NA,"writer,producer","tt2005151,tt0127722,tt1619805,tt0119237"
nm0493225,Guy Lawson,NA,NA,"writer,producer,miscellaneous","tt5614122,tt4649426,tt2005151,tt2395429"
nm0854074,William Teitler,NA,NA,"producer,production_manager,director","tt0338348,tt0113862,tt2283362,tt0406375"
nm0178875,Chris Coppola,NA,NA,"actor,soundtrack,producer","tt0338348,tt0442933,tt0758746,tt0486640"
nm0005052,Michael Jeter,1952,2003,"actor,soundtrack,director","tt0120689,tt0163025,tt0316356,tt0098790"
nm0366667,Leslie Zemeckis,1969,NA,"actress,producer,writer","tt0442933,tt6010216,tt1067106,tt0338348"
nm0313534,Melissa George,1976,NA,"actress,soundtrack","tt2069449,tt0094481,tt0285333,tt1187064"
nm0632051,Steve Niles,1965,NA,"writer,producer,actor","tt0389722,tt8826128,tt4540790,tt1870527"
nm0625198,Brian Nelson,NA,NA,"producer,writer","tt0389722,tt0424136,tt1314655,tt2879552"
nm2615528,Ben Templesmith,NA,NA,"writer,art_department","tt1320304,tt0389722,tt1641389,tt1392265"
nm0831098,Erwin Stoff,1951,NA,"producer,manager,assistant_director","tt0133093,tt1631867,tt0115857,tt0480249"
nm0769227,David Scarpa,NA,NA,writer,"tt0970416,tt0914843,tt5294550,tt0272020"
nm0636002,Edmund H. North,1911,1990,"writer,actor,producer","tt0079550,tt0970416,tt0043456,tt0066206"
nm0090199,Paul Harris Boardman,NA,NA,"writer,producer,assistant_director","tt0804463,tt0970416,tt0404032,tt2377322"
nm0000488,Brandon Lee,1965,1993,"actor,miscellaneous","tt0102915,tt0091428,tt0105219,tt0109506"
nm0000699,Michael Wincott,1958,NA,actor,"tt0486674,tt0115632,tt0112817,tt0096219"
